timestamp,can_id,risk_level,score,reason
12.601478618633166,545,MEDIUM,0.8115181563616741,"timing=0.001, payload=1.957, ml=0.624, persistence=0.013"
13.24230232760683,260,MEDIUM,0.8167208257808617,"timing=0.001, payload=1.969, ml=0.625, persistence=0.024"
13.86038813942944,545,MEDIUM,0.8296707646076908,"timing=0.001, payload=2.000, ml=0.629, persistence=0.034"
15.121332519699296,545,MEDIUM,0.8225919549494418,"timing=0.001, payload=1.977, ml=0.625, persistence=0.052"
15.131008615813116,260,MEDIUM,0.8326973633313919,"timing=0.001, payload=2.000, ml=0.631, persistence=0.062"
17.01059593950147,545,MEDIUM,0.8186306215912811,"timing=0.001, payload=1.962, ml=0.623, persistence=0.070"
18.93330980532283,316,MEDIUM,0.8130229596896116,"timing=0.001, payload=1.942, ml=0.620, persistence=0.090"
19.032601268973057,329,MEDIUM,0.8363183535170942,"timing=0.001, payload=2.000, ml=0.629, persistence=0.100"
20.794169065408425,545,MEDIUM,0.811765173969845,"timing=0.001, payload=1.933, ml=0.618, persistence=0.110"
22.68587489532196,545,MEDIUM,0.8382363281992218,"timing=0.001, payload=2.000, ml=0.629, persistence=0.120"
22.695012090481324,260,MEDIUM,0.806689318294881,"timing=0.001, payload=1.917, ml=0.616, persistence=0.120"
22.81590792202179,329,MEDIUM,0.81718751424303,"timing=0.001, payload=1.943, ml=0.619, persistence=0.130"
23.95608255064102,260,MEDIUM,0.8168660494095098,"timing=0.001, payload=1.937, ml=0.618, persistence=0.150"
24.07744421938143,329,MEDIUM,0.8428479555128071,"timing=0.001, payload=2.000, ml=0.632, persistence=0.160"
24.57782137054009,545,MEDIUM,0.8088721781928981,"timing=0.001, payload=1.912, ml=0.615, persistence=0.160"
25.23842836716049,316,MEDIUM,0.8064784405879677,"timing=0.001, payload=1.903, ml=0.614, persistence=0.170"
27.7389319192417,260,MEDIUM,0.8087545568907921,"timing=0.001, payload=1.910, ml=0.615, persistence=0.170"
28.99885530061632,260,MEDIUM,0.8100689192961884,"timing=0.001, payload=1.919, ml=0.616, persistence=0.150"
29.117885040434658,329,MEDIUM,0.8266975418874223,"timing=0.001, payload=1.960, ml=0.621, persistence=0.160"
30.276446005609493,316,MEDIUM,0.8412645559580143,"timing=0.001, payload=2.000, ml=0.629, persistence=0.150"
32.776765672845976,260,MEDIUM,0.8106965568033688,"timing=0.001, payload=1.926, ml=0.616, persistence=0.130"
34.02645018106512,545,MEDIUM,0.8389877164401939,"timing=0.001, payload=2.000, ml=0.628, persistence=0.130"
35.31673301741471,316,MEDIUM,0.8054337645389632,"timing=0.001, payload=1.917, ml=0.615, persistence=0.110"
36.04602942554729,329,MEDIUM,0.806839800166959,"timing=0.001, payload=1.921, ml=0.615, persistence=0.110"
36.57662675391652,316,MEDIUM,0.8238262072600803,"timing=0.001, payload=1.966, ml=0.621, persistence=0.110"
37.17585406658559,545,MEDIUM,0.8165352505235363,"timing=0.001, payload=1.942, ml=0.618, persistence=0.130"
37.306866291900505,329,MEDIUM,0.831925194326784,"timing=0.001, payload=1.980, ml=0.622, persistence=0.140"
37.81784157351655,260,MEDIUM,0.841784825151488,"timing=0.001, payload=2.000, ml=0.627, persistence=0.160"
37.83767441187277,316,MEDIUM,0.8129749109718692,"timing=0.001, payload=1.924, ml=0.616, persistence=0.160"
38.43784680812312,545,MEDIUM,0.8047213423751475,"timing=0.001, payload=1.905, ml=0.613, persistence=0.150"
38.56655269411138,329,MEDIUM,0.8427546996644474,"timing=0.001, payload=2.000, ml=0.637, persistence=0.150"
39.07602058485468,260,MEDIUM,0.8022904479605881,"timing=0.001, payload=1.898, ml=0.612, persistence=0.150"
40.32579360376809,545,MEDIUM,0.8404161935967565,"timing=0.001, payload=2.000, ml=0.630, persistence=0.140"
40.98487878768726,316,MEDIUM,0.8099590286208992,"timing=0.001, payload=1.924, ml=0.615, persistence=0.130"
41.59488256442204,260,MEDIUM,0.8154359054038661,"timing=0.001, payload=1.936, ml=0.617, persistence=0.140"
42.34405405277411,329,MEDIUM,0.8418334969097142,"timing=0.001, payload=2.000, ml=0.632, persistence=0.150"
42.87387039603318,316,MEDIUM,0.8284115865566847,"timing=0.001, payload=1.966, ml=0.620, persistence=0.160"
43.48329113512792,260,MEDIUM,0.801473699210149,"timing=0.001, payload=1.894, ml=0.612, persistence=0.160"
43.60369243941754,329,MEDIUM,0.8201473456398721,"timing=0.001, payload=1.941, ml=0.617, persistence=0.170"
44.73237021121943,545,MEDIUM,0.8063462868082102,"timing=0.001, payload=1.901, ml=0.613, persistence=0.180"
45.99449694361715,545,MEDIUM,0.8115118279543464,"timing=0.001, payload=1.918, ml=0.615, persistence=0.170"
46.75392195307852,329,MEDIUM,0.8248325340955313,"timing=0.001, payload=1.956, ml=0.619, persistence=0.160"
47.25386703867886,545,MEDIUM,0.8479010494043443,"timing=0.001, payload=2.000, ml=0.652, persistence=0.170"
47.2845311494581,316,MEDIUM,0.8089990948375697,"timing=0.001, payload=1.911, ml=0.614, persistence=0.170"
48.51508985195859,545,MEDIUM,0.8239576543281907,"timing=0.001, payload=1.946, ml=0.618, persistence=0.190"
49.174907069101614,316,MEDIUM,0.8105804537208297,"timing=0.001, payload=1.910, ml=0.613, persistence=0.190"
49.27464375391698,329,MEDIUM,0.8049166073402285,"timing=0.001, payload=1.895, ml=0.612, persistence=0.190"
50.414484031954856,260,MEDIUM,0.8354074856486579,"timing=0.001, payload=1.977, ml=0.621, persistence=0.190"
50.53577193507837,329,MEDIUM,0.8462839599317431,"timing=0.001, payload=2.000, ml=0.629, persistence=0.200"
